imdbID,Title,YearSinceRelease,Runtime,AvgDirectorRating,AvgWriterRating,AvgCastRating,imdbRating,Budget,Revenue,budget_norm_E8,revenue_norm_E8,mpaaRating_G,mpaaRating_NC-17,mpaaRating_PG,mpaaRating_PG-13,mpaaRating_R,mpaaRating_UNRATED,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Biography,Genre_Crime,Genre_Drama,Genre_Documentary,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Thriller,Genre_Western,Genre_Sport,Genre_Music,Genre_Musical,Genre_War,Language_English,Language_Spanish,Language_European,Language_Asian,Language_Arabic,Language_Other,Countrys_English,Countrys_Spanish,Countrys_European,Countrys_Asian,Countrys_Arabic,Countrys_Other
tt0499549,Avatar,7,162,7.8,7.4,6.2,7.9,237000000,2781505847,2.37,27.81505847,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt2488496,Star Wars: Episode VII - The Force Awakens,1,135,7.6,6.8,6.5,8.4,200000000,2059731334,2,20.59731334,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0120338,Titanic,19,194,7.8,7.4,6.4,7.7,200000000,1845034188,2,18.45034188,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
tt0848228,The Avengers,4,143,7.7,7.2,6.7,8.1,220000000,1518594910,2.2,15.1859491,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0369610,Jurassic World,1,124,7.1,6.7,6.3,7.1,150000000,1513528810,1.5,15.1352881,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
tt2820852,Furious 7,1,137,6.9,6.4,6.2,7.3,190000000,1506249360,1.9,15.0624936,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
tt2395427,Avengers: Age of Ultron,1,142,7.7,6.7,6.7,7.6,250000000,1405035767,2.5,14.05035767,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1201607,Harry Potter and the Deathly Hallows: Part 2,5,130,7.5,7.6,6.9,8.1,125000000,1327817822,1.25,13.27817822,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt2294629,Frozen,3,102,7.4,6.9,6.4,7.6,150000000,1274219009,1.5,12.74219009,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1300854,Iron Man 3,3,130,7.4,6.9,6.6,7.3,200000000,1215439994,2,12.15439994,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
tt2293640,Minions,1,91,6.9,6,6.2,6.5,74000000,1156730962,0.74,11.56730962,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt1399103,Transformers: Dark of the Moon,5,154,6.6,6,6.3,6.3,195000000,1123746996,1.95,11.23746996,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt0167260,The Lord of the Rings: The Return of the King,13,201,7.8,8,8.2,8.9,94000000,1118888979,0.94,11.18888979,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1074638,Skyfall,4,143,7.5,6.7,6.9,7.8,200000000,1108561013,2,11.08561013,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1345836,The Dark Knight Rises,4,164,8.4,7.8,6.8,8.5,250000000,1081041287,2.5,10.81041287,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt0383574,Pirates of the Caribbean: Dead Man's Chest,10,151,6.9,6.8,6.7,7.3,200000000,1065659812,2,10.65659812,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0435761,Toy Story 3,6,103,8.1,7.8,6.4,8.4,200000000,1063171911,2,10.63171911,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1014759,Alice in Wonderland,6,108,7,6.8,6.7,6.5,200000000,1025467110,2,10.2546711,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1298650,Pirates of the Caribbean: On Stranger Tides,5,136,6.6,6.9,6.6,6.7,250000000,1021683000,2.5,10.21683,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0903624,The Hobbit: An Unexpected Journey,4,169,7.8,7.7,7,7.9,250000000,1017003568,2.5,10.17003568,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt0468569,The Dark Knight,8,152,8.4,7.8,6.7,9,185000000,1001921825,1.85,10.01921825,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0241527,Harry Potter and the Sorcerer's Stone,15,152,6.5,7.6,6.8,7.5,125000000,976475550,1.25,9.7647555,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
tt1690953,Despicable Me 2,3,98,7.2,6.2,6.2,7.5,76000000,970761885,0.76,9.70761885,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0449088,Pirates of the Caribbean: At World's End,9,169,6.9,6.8,6.8,7.1,300000000,961000000,3,9.61,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
tt1170358,The Hobbit: The Desolation of Smaug,3,161,7.8,7.7,7,7.9,250000000,958400000,2.5,9.584,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt2310332,The Hobbit: The Battle of the Five Armies,2,144,7.8,7.7,7,7.5,250000000,955119788,2.5,9.55119788,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt0926084,Harry Potter and the Deathly Hallows: Part 1,6,146,7.5,7.6,6.9,7.7,250000000,954305868,2.5,9.54305868,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
tt0373889,Harry Potter and the Order of the Phoenix,9,138,7.5,7.2,7.4,7.5,150000000,938212738,1.5,9.38212738,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0417741,Harry Potter and the Half-Blood Prince,7,153,7.5,7.6,6.9,7.5,250000000,933959197,2.5,9.33959197,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0167261,The Lord of the Rings: The Two Towers,14,179,7.8,8,7,8.7,79000000,926287400,0.79,9.262874,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0120915,Star Wars: Episode I - The Phantom Menace,17,136,6.9,6.7,6.6,6.5,115000000,924317558,1.15,9.24317558,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0107290,Jurassic Park,23,127,7.4,6.4,6.6,8.1,63000000,920100000,0.63,9.201,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt0298148,Shrek 2,12,93,6.8,6.6,6.2,7.2,150000000,919838758,1.5,9.19838758,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0330373,Harry Potter and the Goblet of Fire,11,157,6.7,7.6,6.8,7.6,150000000,895921036,1.5,8.95921036,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0413300,Spider-Man 3,9,139,6.9,6,6.2,6.2,258000000,890871626,2.58,8.90871626,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1080016,Ice Age: Dawn of the Dinosaurs,7,94,6.7,7.1,6.3,7,90000000,886686817,0.9,8.86686817,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt2379713,Spectre,1,148,7.5,6.9,6.7,7,245000000,879437662,2.45,8.79437662,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1667889,Ice Age: Continental Drift,4,88,6.9,6.9,6.5,6.7,95000000,877244782,0.95,8.77244782,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0295297,Harry Potter and the Chamber of Secrets,14,161,6.5,7.6,6.8,7.4,100000000,876688482,1,8.76688482,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
tt0120737,The Lord of the Rings: The Fellowship of the Ring,15,178,7.8,8,7.9,8.8,93000000,871368364,0.93,8.71368364,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
tt0266543,Finding Nemo,13,100,7.8,7.5,6.5,8.1,94000000,864625978,0.94,8.64625978,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt2096673,Inside Out,1,95,8.3,8.1,6.7,8.3,175000000,851590927,1.75,8.51590927,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0121766,Star Wars: Episode III - Revenge of the Sith,11,140,6.9,6.7,6.7,7.6,113000000,850000000,1.13,8.5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt1951264,The Hunger Games: Catching Fire,3,146,7,7.1,6.6,7.6,130000000,847423452,1.3,8.47423452,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt1055369,Transformers: Revenge of the Fallen,7,150,6.6,6.6,6.1,6,150000000,836297228,1.5,8.36297228,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,4,115,6.2,5.2,5.6,5.5,120000000,829000000,1.2,8.29,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1375666,Inception,6,148,8.4,8.4,6.9,8.8,160000000,825500000,1.6,8.255,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt0145487,Spider-Man,14,121,6.9,6.6,6.3,7.3,139000000,821708551,1.39,8.21708551,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0116629,Independence Day,20,145,6,5.8,6.3,6.9,75000000,816969268,0.75,8.16969268,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0413267,Shrek the Third,9,93,6.3,6.5,6,6.1,160000000,798958165,1.6,7.98958165,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0304141,Harry Potter and the Prisoner of Azkaban,12,142,7.5,7.6,6.8,7.8,130000000,789804554,1.3,7.89804554,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1905041,Fast & Furious 6,3,130,6.6,6.4,6.3,7.2,160000000,788679850,1.6,7.8867985,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0110357,The Lion King,22,89,6.8,7.5,6.2,8.5,45000000,788241776,0.45,7.88241776,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,8,122,7.4,6.5,6.5,6.2,185000000,786636033,1.85,7.86636033,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0316654,Spider-Man 2,12,127,6.9,6.6,6.2,7.3,200000000,783766341,2,7.83766341,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt2015381,Guardians of the Galaxy,2,121,6.4,7.3,6.3,8.1,170000000,774176600,1.7,7.741766,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1190080,2012,7,158,6,5.7,6.2,5.8,200000000,769653595,2,7.69653595,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1587310,Maleficent,2,97,7,6.5,6.5,7,180000000,758410378,1.8,7.58410378,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt0382625,The Da Vinci Code,10,149,6.9,6.6,6.8,6.5,125000000,758239851,1.25,7.58239851,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
tt0892791,Shrek Forever After,6,93,5.7,6.5,6,6.4,165000000,752600867,1.65,7.52600867,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt0948470,The Amazing Spider-Man,4,136,7.2,6.8,6.6,7.1,215000000,752215857,2.15,7.52215857,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1951265,The Hunger Games: Mockingjay - Part 1,2,123,7,6.7,6.5,6.7,125000000,752100229,1.25,7.52100229,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",11,143,7.1,6.7,6.4,6.9,180000000,748806957,1.8,7.48806957,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tt1277953,Madagascar 3: Europe's Most Wanted,4,93,6.9,6.9,6.3,6.9,145000000,746921274,1.45,7.46921274,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1877832,X-Men: Days of Future Past,2,132,7,7,6.9,8,250000000,746000000,2.5,7.46,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1453405,Monsters University,3,104,7.4,7.2,6.5,7.4,200000000,743559607,2,7.43559607,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
tt0234215,The Matrix Reloaded,13,138,7,7.2,7.2,7.2,150000000,738599701,1.5,7.38599701,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1049413,Up,7,96,8.3,7.9,7.4,8.3,175000000,731342744,1.75,7.31342744,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
tt1454468,Gravity,3,91,7.5,7,6.8,7.9,105000000,716392705,1.05,7.16392705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt1843866,Captain America: The Winter Soldier,2,136,6.6,6.5,6.5,7.8,170000000,714766572,1.7,7.14766572,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,5,117,6.2,5.2,5.4,4.9,110000000,712171856,1.1,7.12171856,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1259571,The Twilight Saga: New Moon,7,130,6.2,5.2,5.4,4.6,50000000,709827462,0.5,7.09827462,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt0418279,Transformers,9,144,6.6,6.3,6.1,7.1,150000000,709709780,1.5,7.0970978,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt2103281,Dawn of the Planet of the Apes,2,130,6.2,6.7,6.5,7.6,170000000,708200000,1.7,7.082,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1872181,The Amazing Spider-Man 2,2,142,7.2,6.5,6.8,6.8,200000000,705717432,2,7.05717432,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1325004,The Twilight Saga: Eclipse,6,124,6.2,5.2,5.7,4.9,68000000,698491347,0.68,6.98491347,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt1229238,Mission: Impossible - Ghost Protocol,5,133,7.5,7.1,6.7,7.4,145000000,694713380,1.45,6.9471338,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
tt1392170,The Hunger Games,4,142,7.4,6.5,6.5,7.3,75000000,691210692,0.75,6.91210692,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
tt2381249,Mission: Impossible - Rogue Nation,1,131,7.1,7.1,6.7,7.5,150000000,682330139,1.5,6.82330139,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
tt0109830,Forrest Gump,22,142,7.1,7.8,7,8.8,55000000,677945399,0.55,6.77945399,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0167404,The Sixth Sense,17,107,6,6,6.4,8.1,40000000,672806292,0.4,6.72806292,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
tt1302011,Kung Fu Panda 2,5,91,7.7,6.4,6.5,7.3,150000000,665692281,1.5,6.65692281,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0770828,Man of Steel,3,143,7.2,7,6.2,7.2,225000000,662845518,2.25,6.62845518,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0438097,Ice Age: The Meltdown,10,91,6.6,6.6,6.2,6.9,80000000,660940780,0.8,6.6094078,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,13,143,6.9,6.9,6.8,8.1,140000000,655011224,1.4,6.55011224,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt2245084,Big Hero 6,2,102,7.5,6.8,6.9,7.9,165000000,652105443,1.65,6.52105443,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tt0121765,Star Wars: Episode II - Attack of the Clones,14,142,6.9,6.5,6.4,6.7,120000000,649398328,1.2,6.49398328,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1951266,The Hunger Games: Mockingjay - Part 2,1,137,7,6.7,6.5,7,160000000,639827109,1.6,6.39827109,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
tt0441773,Kung Fu Panda,8,92,7.4,6.7,6.5,7.6,130000000,631744560,1.3,6.3174456,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0317705,The Incredibles,12,115,7.5,7.6,6.3,8,92000000,631442092,0.92,6.31442092,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
tt1596343,Fast Five,5,131,6.6,6.4,6.2,7.3,125000000,626137675,1.25,6.26137675,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
tt0448157,Hancock,8,92,6.7,6,6.5,6.4,150000000,624029371,1.5,6.24029371,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1409024,Men in Black 3,4,106,6.3,6.5,6.6,6.8,225000000,624026776,2.25,6.24026776,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1228705,Iron Man 2,6,124,6.8,6.7,6.7,7,200000000,623933331,2,6.23933331,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
tt0382932,Ratatouille,9,111,7.8,7.8,6.9,8,150000000,623722818,1.5,6.23722818,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
tt0816692,Interstellar,2,169,8.4,8.5,6.6,8.6,165000000,621752480,1.65,6.2175248,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0335345,The Passion of the Christ,12,127,7.5,7.1,6.6,7.1,30000000,611899420,0.3,6.1189942,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt1646971,How to Train Your Dragon 2,2,102,7.8,7.9,6.6,7.9,145000000,609123048,1.45,6.09123048,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
tt0454876,Life of Pi,4,127,7.4,7.8,7.4,8,120000000,609016565,1.2,6.09016565,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
tt0479952,Madagascar: Escape 2 Africa,8,89,6.9,6.7,6.3,6.7,150000000,603900354,1.5,6.03900354,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tt0795421,Mamma Mia!,8,108,6.4,6.3,6.3,6.3,52000000,602609487,0.52,6.02609487,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
